SpeciesCode,taxon,snamn,total_presence,svamp-grupp-släkte,geographyOptions,forestTypeOptions,vegetationTypeOptions,standAgeOptions
SI18-283,Cortinarius aff. obtusus sp.3,Saknar svenskt namn,383,hattsvamp,Norr,Granskog,Blåbär,91
SI18-95,Russula vinosa,vinkremla,378,hattsvamp,Norr,Granskog,Blåbär,91
SI18-83,Cortinarius aff. obtusus sp.6,Saknar svenskt namn,338,hattsvamp,Norr,Granskog,Blåbär,91
SI18-467,Russula griseascens,Saknar svenskt namn,334,hattsvamp,Norr,Granskog,Blåbär,91
SI18-136,Amphinema byssoides sp.1,kraterskinn,251,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-31,Piloderma olivaceum sp.1,mörkt ullskinn,248,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-257,Cortinarius armeniacus,aprikosspindling,226,hattsvamp,Norr,Granskog,Blåbär,91
SI18-251,Cortinarius sp.5,Saknar svenskt namn,207,hattsvamp,Norr,Granskog,Blåbär,91
SI18-54,Cortinarius armillatus,rödbandad spindling,204,hattsvamp,Norr,Granskog,Blåbär,91
SI21-988,Cantharellales,Saknar svenskt namn,199,Saknas,Norr,Granskog,Blåbär,91
SI18-90,Polyozellus umbrinus,Saknar svenskt namn,191,Saknas,Norr,Granskog,Blåbär,91
SI18-196,Piloderma sp.6,Saknar svenskt namn,188,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-48,Russula paludosa,storkremla,185,hattsvamp,Norr,Granskog,Blåbär,91
SI18-85,Amanita fulva,brun kamskivling,170,hattsvamp,Norr,Granskog,Blåbär,91
SI18-9,Suillus variegatus,sandsopp,167,sopp,Norr,Granskog,Blåbär,91
SI18-183,Russula rhodopus,lackkremla,159,hattsvamp,Norr,Granskog,Blåbär,91
SI18-70,Cortinarius caperatus,rimskivling,158,hattsvamp,Norr,Granskog,Blåbär,91
SI18-130,Cortinarius kauffmanianus,Saknar svenskt namn,125,hattsvamp,Norr,Granskog,Blåbär,91
SI18-886,Inocybe subcarpta sp.2,Saknar svenskt namn,119,hattsvamp,Norr,Granskog,Blåbär,91
SI18-30,Lactarius rufus,pepparriska,118,hattsvamp,Norr,Granskog,Blåbär,91
SI18-713,Cortinarius ochrophyllus,ockraspindling,116,hattsvamp,Norr,Granskog,Blåbär,91
SI18-638,Thaxterogaster scaurus,Saknar svenskt namn,112,Saknas,Norr,Granskog,Blåbär,91
SI18-770,Russula consobrina,nässelkremla,107,hattsvamp,Norr,Granskog,Blåbär,91
SI18-617,Otidea brunneoparva,Saknar svenskt namn,106,skålsvamp,Norr,Granskog,Blåbär,91
SI18-166,Piloderma sp.3,Saknar svenskt namn,105,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-192,Cortinarius brunneus,umbraspindling,99,hattsvamp,Norr,Granskog,Blåbär,91
SI18-116,Hygrophorus olivaceoalbus,olivvaxskivling,97,hattsvamp,Norr,Granskog,Blåbär,91
SI18-74,Amphinema byssoides sp.3,kraterskinn,97,skinnsvamp,Norr,Granskog,Blåbär,91
SI21-549,Cortinarius aff. mucifluus sp.2,Saknar svenskt namn,89,hattsvamp,Norr,Granskog,Blåbär,91
SI18-163,Cortinarius gentilis,gulbandad spindling,88,hattsvamp,Norr,Granskog,Blåbär,91
SI18-141,Tomentellopsis echinospora sp.1,brunt brokskinn,86,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-291,Lactarius trivialis,skogsriska,86,hattsvamp,Norr,Granskog,Blåbär,91
SI18-78,Cortinarius semisanguineus,rödskivig kanelspindling,84,hattsvamp,Norr,Granskog,Blåbär,91
SI18-593,Cortinarius sp.8,Saknar svenskt namn,78,hattsvamp,Norr,Granskog,Blåbär,91
SI18-402,Hebeloma velutipes (coll.) sp.2,Saknar svenskt namn,74,hattsvamp,Norr,Granskog,Blåbär,91
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,72,Saknas,Norr,Granskog,Blåbär,91
SI18-153,Lactarius vietus/pilatii,Saknar svenskt namn,70,hattsvamp,Norr,Granskog,Blåbär,91
SI18-217,Polyozellus humicola,Saknar svenskt namn,64,Saknas,Norr,Granskog,Blåbär,91
SI18-223,Cortinarius comptulus,rundsporig spindling,59,hattsvamp,Norr,Granskog,Blåbär,91
SI18-767,Russula nuoljae (coll.),Saknar svenskt namn,48,hattsvamp,Norr,Granskog,Blåbär,91
SI18-475,Otidea leporina,litet haröra,43,skålsvamp,Norr,Granskog,Blåbär,91
SI18-2355,Cortinarius bulliardioides,Saknar svenskt namn,42,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1168,Cortinarius latiodistributus,Saknar svenskt namn,41,hattsvamp,Norr,Granskog,Blåbär,91
SI18-642,Cortinarius biformis,gycklarspindling,41,hattsvamp,Norr,Granskog,Blåbär,91
SI18-2413,Cortinarius sp.4,Saknar svenskt namn,40,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1127,Hygrophorus piceae,granvaxskivling,39,hattsvamp,Norr,Granskog,Blåbär,91
SI18-634,Cortinarius fulvescens (coll.),Saknar svenskt namn,38,hattsvamp,Norr,Granskog,Blåbär,91
SI18-2356,Cortinarius flexipes var. flabellus sp.1,barrtoppspindling,37,hattsvamp,Norr,Granskog,Blåbär,91
SI18-227,Russula aquosa,sumpkremla,34,hattsvamp,Norr,Granskog,Blåbär,91
SI18-792,Amphinema,Saknar svenskt namn,30,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-520,Cortinarius casimiri,storsporig spindling,28,hattsvamp,Norr,Granskog,Blåbär,91
SI18-58,Piloderma olivaceum sp.2,mörkt ullskinn,28,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-844,Russula sapinea,Saknar svenskt namn,28,hattsvamp,Norr,Granskog,Blåbär,91
SI18-255,Cortinarius betuletorum,Saknar svenskt namn,24,hattsvamp,Norr,Granskog,Blåbär,91
SI18-304,Hyaloscypha vraolstadiae sp.1,Saknar svenskt namn,23,skålsvamp,Norr,Granskog,Blåbär,91
SI18-356,Polyozellus sp.3,Saknar svenskt namn,23,Saknas,Norr,Granskog,Blåbär,91
SI18-1158,Cortinarius privignatus,Saknar svenskt namn,21,hattsvamp,Norr,Granskog,Blåbär,91
SI18-6064,Tricholoma aestuans,bitter riddarmusseron,21,hattsvamp,Norr,Granskog,Blåbär,91
SI18-274,Thelephora alnii,Saknar svenskt namn,20,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-797,Cortinarius athabascus,Saknar svenskt namn,20,hattsvamp,Norr,Granskog,Blåbär,91
SI18-3222,Cortinarius diasemospermus var. leptospermus sp.2,Saknar svenskt namn,19,hattsvamp,Norr,Granskog,Blåbär,91
SI18-3604,Cortinarius multiformis,hjortrongul spindling,19,hattsvamp,Norr,Granskog,Blåbär,91
SI18-479,Leccinum variicolor,fläcksopp,19,sopp,Norr,Granskog,Blåbär,91
SI18-749,Inocybe napipes,knöltråding,19,hattsvamp,Norr,Granskog,Blåbär,91
SI18-424,Cortinarius bivelus,hålspindling,18,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1687,Cortinarius brunneifolius,Saknar svenskt namn,17,hattsvamp,Norr,Granskog,Blåbär,91
SI18-572,Otidea cantharella,Saknar svenskt namn,17,skålsvamp,Norr,Granskog,Blåbär,91
SI18-620,Tomentella sp.15,Saknar svenskt namn,17,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-1203,Inocybe rufoalba,Saknar svenskt namn,16,hattsvamp,Norr,Granskog,Blåbär,91
SI18-396,Cortinarius pholideus,tofsspindling,16,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1095,Sistotrema alboluteum (coll.) sp.1,Saknar svenskt namn,15,övrigt,Norr,Granskog,Blåbär,91
SI18-127,Suillus bovinus,örsopp,14,sopp,Norr,Granskog,Blåbär,91
SI18-1292,Cortinarius sphagnoravus,Saknar svenskt namn,14,hattsvamp,Norr,Granskog,Blåbär,91
SI18-2161,Hydnotrya michaelis?,Saknar svenskt namn,14,tryffel,Norr,Granskog,Blåbär,91
SI18-2498,Cortinarius caesiobrunneus,Saknar svenskt namn,14,hattsvamp,Norr,Granskog,Blåbär,91
SI18-347,Cortinarius malachius,malvaspindling,14,hattsvamp,Norr,Granskog,Blåbär,91
SI18-962,Cenococcum geophilum (coll.) sp.5,Saknar svenskt namn,14,övrigt,Norr,Granskog,Blåbär,91
SI18-1163,Tricholoma inamoenum,luktmusseron,11,hattsvamp,Norr,Granskog,Blåbär,91
SI18-369,Lactarius necator,svartriska,11,hattsvamp,Norr,Granskog,Blåbär,91
SI18-534,Rhizopogon graveolens f. pomaceus,Saknar svenskt namn,11,tryffel,Norr,Granskog,Blåbär,91
SI18-6272,Sistotrema sp.2,Saknar svenskt namn,11,övrigt,Norr,Granskog,Blåbär,91
SI21-3993,Hydnotrya bailii,Saknar svenskt namn,11,tryffel,Norr,Granskog,Blåbär,91
SI18-302,Russula versicolor,skarp sienakremla,10,hattsvamp,Norr,Granskog,Blåbär,91
SI18-725,Russula claroflava,gulkremla,10,hattsvamp,Norr,Granskog,Blåbär,91
SI19-1712,Tomentellopsis submollis sp.1,Saknar svenskt namn,10,skinnsvamp,Norr,Granskog,Blåbär,91
SI19-1972,Serendipita (coll.),Saknar svenskt namn,10,övrigt,Norr,Granskog,Blåbär,91
SI18-320,Tomentella badia sp.2,Saknar svenskt namn,9,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-422,Wilcoxina rehmii sp.1,Saknar svenskt namn,9,skålsvamp,Norr,Granskog,Blåbär,91
SI18-853,Amanita porphyria,mörkringad flugsvamp,9,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1609,Craterellus tubaeformis,trattkantarell,8,kantarell,Norr,Granskog,Blåbär,91
SI18-952,Albatrellaceae sp.1,Saknar svenskt namn,8,Saknas,Norr,Granskog,Blåbär,91
SI18-966,Hygrophorus exiguus,Saknar svenskt namn,8,hattsvamp,Norr,Granskog,Blåbär,91
SI19-1612,Cortinarius vibratilis,gallspindling,8,hattsvamp,Norr,Granskog,Blåbär,91
SI21-1881,Cortinarius sanguineus,Saknar svenskt namn,8,hattsvamp,Norr,Granskog,Blåbär,91
SI21-2913,Cortinarius sp.41,Saknar svenskt namn,8,hattsvamp,Norr,Granskog,Blåbär,91
SI21-3412,Cortinarius sp.46,Saknar svenskt namn,8,hattsvamp,Norr,Granskog,Blåbär,91
SI18-101,Lactarius tabidus,småriska,7,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1772,Atheliaceae sp.2,Saknar svenskt namn,7,Saknas,Norr,Granskog,Blåbär,91
SI18-444,Lactarius ciliatus,Saknar svenskt namn,7,hattsvamp,Norr,Granskog,Blåbär,91
SI18-558,Rhizopogon evadens,Saknar svenskt namn,7,tryffel,Norr,Granskog,Blåbär,91
SI18-2646,Otidea sp.2,Saknar svenskt namn,6,skålsvamp,Norr,Granskog,Blåbär,91
SI18-35,Tylospora asterophora,astralskinn,6,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-416,Lactarius camphoratus,kamferriska,6,hattsvamp,Norr,Granskog,Blåbär,91
SI18-442,Chroogomphus britannicus,Saknar svenskt namn,6,hattsvamp,Norr,Granskog,Blåbär,91
SI18-597,Cortinarius flexipes var. flabellus sp.2,barrtoppspindling,6,hattsvamp,Norr,Granskog,Blåbär,91
SI18-831,Leccinum sp.1,Saknar svenskt namn,6,sopp,Norr,Granskog,Blåbär,91
SI21-15107,Tuber sp.3,Saknar svenskt namn,6,tryffel,Norr,Granskog,Blåbär,91
SI21-4782,Tomentella sp.88,Saknar svenskt namn,6,skinnsvamp,Norr,Granskog,Blåbär,91
SI21-8246,Lactarius helvus,lakritsriska,6,hattsvamp,Norr,Granskog,Blåbär,91
SI18-3840,Cortinarius evernius,lilaspindling,5,hattsvamp,Norr,Granskog,Blåbär,91
SI18-496,Cortinarius leucophanes,gräddspindling,5,hattsvamp,Norr,Granskog,Blåbär,91
SI18-874,Tomentella terrestris sp.2,Saknar svenskt namn,5,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-1193,Cortinarius laniger,ullspindling,4,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1760,Imleria badia,brunsopp,4,sopp,Norr,Granskog,Blåbär,91
SI18-2230,Tomentella subclavigera,Saknar svenskt namn,4,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-349,Hysterangium sp.1,Saknar svenskt namn,4,tryffel,Norr,Granskog,Blåbär,91
SI18-381,Hebeloma velutipes (coll.) sp.1,Saknar svenskt namn,4,hattsvamp,Norr,Granskog,Blåbär,91
SI21-1708,Tomentellopsis sp.3,Saknar svenskt namn,4,skinnsvamp,Norr,Granskog,Blåbär,91
SI21-2868,Tylospora sp.2,Saknar svenskt namn,4,skinnsvamp,Norr,Granskog,Blåbär,91
SI21-3143,Cortinarius privignipallens,Saknar svenskt namn,4,hattsvamp,Norr,Granskog,Blåbär,91
SI21-8587,Cortinarius floccopus/subfloccopus,Saknar svenskt namn,4,hattsvamp,Norr,Granskog,Blåbär,91
SI18-143,Elaphomyces asperulus,ljusbrun hjorttryffel,3,tryffel,Norr,Granskog,Blåbär,91
SI18-1745,Cortinarius causticus,pepparspindling,3,hattsvamp,Norr,Granskog,Blåbär,91
SI18-3586,Lactarius torminosus (coll) resimus/auriolla,Saknar svenskt namn,3,hattsvamp,Norr,Granskog,Blåbär,91
SI18-374,Laccaria laccata (coll.),Saknar svenskt namn,3,hattsvamp,Norr,Granskog,Blåbär,91
SI18-4064,Cortinarius luteo-ornatus,Saknar svenskt namn,3,hattsvamp,Norr,Granskog,Blåbär,91
SI18-529,Paxillus involutus,Saknar svenskt namn,3,hattsvamp,Norr,Granskog,Blåbär,91
SI18-6293,Polyozellus sp.4,Saknar svenskt namn,3,Saknas,Norr,Granskog,Blåbär,91
SI18-810,Elaphomyces muricatus,marmorerad hjorttryffel,3,tryffel,Norr,Granskog,Blåbär,91
SI21-2666,Cortinarius caesioarmeniacus,Saknar svenskt namn,3,hattsvamp,Norr,Granskog,Blåbär,91
SI21-4525,Cortinarius sp.56,Saknar svenskt namn,3,hattsvamp,Norr,Granskog,Blåbär,91
SI21-5454,Cortinarius pluviorum,Saknar svenskt namn,3,hattsvamp,Norr,Granskog,Blåbär,91
SI21-7739,Sarcodon imbricatus,Saknar svenskt namn,3,Saknas,Norr,Granskog,Blåbär,91
SI18-1001,Cortinarius diasemospermus var. leptospermus sp.1,Saknar svenskt namn,2,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1119,Tomentella ellisii sp.1,Saknar svenskt namn,2,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-1130,Tomentella coerulea sp.1,Saknar svenskt namn,2,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-1140,Cortinarius neofurvolaesus,Saknar svenskt namn,2,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1619,Cortinarius subobtusus,Saknar svenskt namn,2,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1717,Cortinarius suberi,Saknar svenskt namn,2,hattsvamp,Norr,Granskog,Blåbär,91
SI18-2037,Cortinarius clarobrunneus (coll.) sp.1,Saknar svenskt namn,2,hattsvamp,Norr,Granskog,Blåbär,91
SI18-2931,Inocybe aff. castanea,Saknar svenskt namn,2,hattsvamp,Norr,Granskog,Blåbär,91
SI18-548,Suillus luteus,smörsopp,2,sopp,Norr,Granskog,Blåbär,91
SI18-587,Cortinarius diasemospermus var. leptospermus sp.3,Saknar svenskt namn,2,hattsvamp,Norr,Granskog,Blåbär,91
SI18-645,Leccinum aff. scabrum sp.2,Saknar svenskt namn,2,sopp,Norr,Granskog,Blåbär,91
SI18-808,Cortinarius acutovelatus,Saknar svenskt namn,2,hattsvamp,Norr,Granskog,Blåbär,91
SI18-882,Polyozellus sp.5,Saknar svenskt namn,2,Saknas,Norr,Granskog,Blåbär,91
SI18-912,Trichophaea sp.5,Saknar svenskt namn,2,skålsvamp,Norr,Granskog,Blåbär,91
SI18-915,Tomentella lapida sp.2,Saknar svenskt namn,2,skinnsvamp,Norr,Granskog,Blåbär,91
SI21-1888,Hysterangium sp.2,Saknar svenskt namn,2,tryffel,Norr,Granskog,Blåbär,91
SI21-3466,Cortinarius sp.47,Saknar svenskt namn,2,hattsvamp,Norr,Granskog,Blåbär,91
SI21-4157,Cortinarius orasericeus,Saknar svenskt namn,2,hattsvamp,Norr,Granskog,Blåbär,91
SI21-5332,Thaxterogaster microspermus,Saknar svenskt namn,2,Saknas,Norr,Granskog,Blåbär,91
SI21-7563,Cortinarius subtortus,doftspindling,2,hattsvamp,Norr,Granskog,Blåbär,91
SI18-1080,Cortinarius subpaleaceus,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-11610,Cortinarius limonius,eldspindling,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-120,Thelephora terrestris,vårtöra,1,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-1279,Serendipita vermifera (coll.) sp.2,Saknar svenskt namn,1,övrigt,Norr,Granskog,Blåbär,91
SI18-1296,Cortinarius aff. obtusus sp.2,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-132,Atheliaceae sp.1,Saknar svenskt namn,1,Saknas,Norr,Granskog,Blåbär,91
SI18-1428,Tuber anniae sp.1,Saknar svenskt namn,1,tryffel,Norr,Granskog,Blåbär,91
SI18-2030,Cortinarius sordidemaculatus,svartfläckig spindling,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-2110,Melanogaster broomeanus sp.1,aromatisk slemtryffel,1,tryffel,Norr,Granskog,Blåbär,91
SI18-214,Russula emetica (coll.) - betularum,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-2147,Tomentella coerulea sp.2,Saknar svenskt namn,1,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-2186,Leccinum aff. scabrum sp.1,Saknar svenskt namn,1,sopp,Norr,Granskog,Blåbär,91
SI18-2368,Cortinarius iliopodius,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-313,Russula emetica (coll.) - atrorubens,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-359,Suillus flavidus,slemsopp,1,sopp,Norr,Granskog,Blåbär,91
SI18-3733,Serendipita vermifera (coll.) sp.3,Saknar svenskt namn,1,övrigt,Norr,Granskog,Blåbär,91
SI18-4214,Cortinarius camphoratus,stinkspindling,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-430,Chalciporus piperatus,Saknar svenskt namn,1,sopp,Norr,Granskog,Blåbär,91
SI18-493,Gautieria cf otthii,Saknar svenskt namn,1,tryffel,Norr,Granskog,Blåbär,91
SI18-525,Russula nitida/sphagnophila (coll.),Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-583,Boletus edulis sp.1,stensopp,1,sopp,Norr,Granskog,Blåbär,91
SI18-615,Cortinarius dolabratus/glaphurus/turgidipes,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-623,Tomentella bryophila (coll.) sp.2,Saknar svenskt namn,1,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-6615,Hygrophorus aff. karstenii,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-681,Russula vinososordida,falsk vinkremla,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-702,Rhizopogon luteolus,gulbrun hartryffel,1,tryffel,Norr,Granskog,Blåbär,91
SI18-727,Cortinarius balaustinus,strålspindling,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-746,Tomentella stuposa (coll.) sp.2,Saknar svenskt namn,1,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-896,Thelephora alnii (coll.) sp.2,Saknar svenskt namn,1,skinnsvamp,Norr,Granskog,Blåbär,91
SI18-914,Cortinarius coleoptera,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-9553,Inocybe leptophylla sp.1,tofstråding,1,hattsvamp,Norr,Granskog,Blåbär,91
SI18-973,Cortinarius acutus,spetsspindling,1,hattsvamp,Norr,Granskog,Blåbär,91
SI19-1178,Cortinarius sp.11,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-10274,Piloderma sp.15,Saknar svenskt namn,1,skinnsvamp,Norr,Granskog,Blåbär,91
SI21-11269,Gautieria subglobispora,Saknar svenskt namn,1,tryffel,Norr,Granskog,Blåbär,91
SI21-12254,Tomentella sp.43,Saknar svenskt namn,1,skinnsvamp,Norr,Granskog,Blåbär,91
SI21-12460,Geopora cooperi,tryffelmurkla,1,tryffel,Norr,Granskog,Blåbär,91
SI21-13519,Cortinarius jonimitchelliae,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-1398,Cortinarius rusticus,vargspindling,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-14001,Tomentella sp.56,Saknar svenskt namn,1,skinnsvamp,Norr,Granskog,Blåbär,91
SI21-15104,Cortinarius sp.36,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-1554,Hebeloma cylindrosporum (coll.),Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-1959,Cortinarius valgus,glatt rättikspindling,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-2102,Tomentella terrestris sp.3,Saknar svenskt namn,1,skinnsvamp,Norr,Granskog,Blåbär,91
SI21-2364,Cortinarius paragaudis,tegelbandspindling,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-2481,Hebeloma sp.3,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-2636,Cortinarius melleopallens,honungsblek spindling,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-2717,Cortinarius spilomeus,rödflockig spindling,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-3482,Cortinarius illibatus,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-3695,Entoloma melenosmum,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-4207,Inocybe sp.25,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-4630,Cortinarius colymbadinus/ahsii,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-5110,Thaxterogaster porphyropus (coll.) porphyropus,Saknar svenskt namn,1,Saknas,Norr,Granskog,Blåbär,91
SI21-5463,Cortinarius sp.58,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-7494,Cortinarius sp.71,Saknar svenskt namn,1,hattsvamp,Norr,Granskog,Blåbär,91
SI21-9252,Gautieria villosa,Saknar svenskt namn,1,tryffel,Norr,Granskog,Blåbär,91
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,7221,övrigt,Norr,Granskog,Blåbär,allaåldrar
SI18-10,Tylospora fibrillosa,bomullsskinn,2484,skinnsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-24,Hyaloscypha variabilis,Saknar svenskt namn,2140,skålsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-43,Cortinarius mucosus/alpinus/fennoscandicus/trivialis,Saknar svenskt namn,1918,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-15,Piloderma sphaerosporum,Saknar svenskt namn,1823,skinnsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-28,Russula decolorans,tegelkremla,1616,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,1583,skålsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-38,Cortinarius aurae,Saknar svenskt namn,1524,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-33,Piloderma byssinum,ullskinn,1192,skinnsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-31,Piloderma olivaceum sp.1,mörkt ullskinn,671,skinnsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-49,Piloderma bicolor,Saknar svenskt namn,545,skinnsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-251,Cortinarius sp.5,Saknar svenskt namn,539,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-136,Amphinema byssoides sp.1,kraterskinn,523,skinnsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-349,Hysterangium sp.1,Saknar svenskt namn,461,tryffel,Norr,Granskog,Blåbär,allaåldrar
SI18-393,Cortinarius traganus,bockspindling,450,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-283,Cortinarius aff. obtusus sp.3,Saknar svenskt namn,397,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-95,Russula vinosa,vinkremla,396,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-30,Lactarius rufus,pepparriska,378,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-54,Cortinarius armillatus,rödbandad spindling,370,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-467,Russula griseascens,Saknar svenskt namn,361,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-9,Suillus variegatus,sandsopp,354,sopp,Norr,Granskog,Blåbär,allaåldrar
SI18-48,Russula paludosa,storkremla,352,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-83,Cortinarius aff. obtusus sp.6,Saknar svenskt namn,338,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-713,Cortinarius ochrophyllus,ockraspindling,297,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-90,Polyozellus umbrinus,Saknar svenskt namn,294,Saknas,Norr,Granskog,Blåbär,allaåldrar
SI18-196,Piloderma sp.6,Saknar svenskt namn,273,skinnsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-257,Cortinarius armeniacus,aprikosspindling,267,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-166,Piloderma sp.3,Saknar svenskt namn,239,skinnsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-255,Cortinarius betuletorum,Saknar svenskt namn,230,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI21-988,Cantharellales,Saknar svenskt namn,199,Saknas,Norr,Granskog,Blåbär,allaåldrar
SI18-192,Cortinarius brunneus,umbraspindling,187,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-130,Cortinarius kauffmanianus,Saknar svenskt namn,179,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-141,Tomentellopsis echinospora sp.1,brunt brokskinn,179,skinnsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-183,Russula rhodopus,lackkremla,174,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-223,Cortinarius comptulus,rundsporig spindling,172,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-85,Amanita fulva,brun kamskivling,171,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-70,Cortinarius caperatus,rimskivling,164,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-78,Cortinarius semisanguineus,rödskivig kanelspindling,160,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-642,Cortinarius biformis,gycklarspindling,132,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
SI18-153,Lactarius vietus/pilatii,Saknar svenskt namn,130,hattsvamp,Norr,Granskog,Blåbär,allaåldrar
