SpeciesCode,taxon,snamn,total_presence,svamp-grupp-släkte,geographyOptions,forestTypeOptions,vegetationTypeOptions,standAgeOptions
SI18-132,Atheliaceae sp.1,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-1481,Hymenogaster huthii,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,allaåldrar
SI18-1518,Suillus granulatus,grynsopp,1,sopp,Söder,Naturbete,Högört,allaåldrar
SI18-1546,Cortinarius saniosus,gultrådig spindling,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1760,Imleria badia,brunsopp,1,sopp,Söder,Naturbete,Högört,allaåldrar
SI18-1779,Thelephoraceae sp.2,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-2036,Tomentella sp.7,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-208,Laccaria laccata,laxskivling,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-2110,Melanogaster broomeanus sp.1,aromatisk slemtryffel,1,tryffel,Söder,Naturbete,Högört,allaåldrar
SI18-2188,Cortinarius uraceus,svartnande spindling,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-2247,Serendipita sp.3,Saknar svenskt namn,1,övrigt,Söder,Naturbete,Högört,allaåldrar
SI18-24,Hyaloscypha variabilis,Saknar svenskt namn,1,skålsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-2676,Tomentella aff. viridula,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-2692,Clavulina sp.1,Saknar svenskt namn,1,fingersvamp,Söder,Naturbete,Högört,allaåldrar
SI18-274,Thelephora alnii,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-283,Cortinarius aff. obtusus sp.3,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-291,Lactarius trivialis,skogsriska,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-31,Piloderma olivaceum sp.1,mörkt ullskinn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-33,Piloderma byssinum,ullskinn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-3771,Tomentella badia sp.3,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-3831,Hydnotrya,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,allaåldrar
SI18-3973,Cortinarius praestigiosus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-402,Hebeloma velutipes (coll.) sp.2,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-4091,Hymenogaster griseus sp.1,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,allaåldrar
SI18-431,Hygrophorus pustulatus,grynvaxskivling,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-484,Cortinarius hircinosmus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-5188,Tricholoma stiparophyllum,rättikmusseron,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-520,Cortinarius casimiri,storsporig spindling,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-544,Cortinarius lucorum,aspspindling,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-548,Suillus luteus,smörsopp,1,sopp,Söder,Naturbete,Högört,allaåldrar
SI18-569,Polyozellus tristis,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-583,Boletus edulis sp.1,stensopp,1,sopp,Söder,Naturbete,Högört,allaåldrar
SI18-593,Cortinarius sp.8,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-6269,Cortinarius anomalus,björkspindling,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-632,Russula vinosobrunneola (coll.) nauseosa,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-638,Thaxterogaster scaurus,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-735,Tomentella sp.18,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-78,Cortinarius semisanguineus,rödskivig kanelspindling,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-962,Cenococcum geophilum (coll.) sp.5,Saknar svenskt namn,1,övrigt,Söder,Naturbete,Högört,allaåldrar
SI21-10261,Cortinarius delibutus,gulspindling,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-12744,Tomentella ellisii (coll.) sp.2,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-13625,Tomentella sp.51,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-13904,Tomentella sp.54,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-15007,Hymenogaster sp.5,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,allaåldrar
SI21-15200,Hyaloscypha finlandica sp.4,Saknar svenskt namn,1,skålsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-1554,Hebeloma cylindrosporum (coll.),Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-1653,Polyozellus sp.11,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,allaåldrar
SI21-2458,Cortinarius fulvopaludosus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-2597,Inocybe sp.23,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-2717,Cortinarius spilomeus,rödflockig spindling,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-2890,Hyaloscypha sp.5,Saknar svenskt namn,1,skålsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-3277,Hebeloma hiemale (coll.) sp.1,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-3539,Naucoria alnetorum,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-4245,Inocybe sp.26,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-4259,Inocybe clandestina,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-4320,Tuber sp.4,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,allaåldrar
SI21-4525,Cortinarius sp.56,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-4552,Entoloma caccabus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-5577,Cortinarius sp.60,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-5866,Phlegmacium balteatum,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,allaåldrar
SI21-6635,Russula,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-7628,Tomentella aff. cinereoumbrina sp.2,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-7881,Cortinarius sp.73,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-8219,Scleroderma,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,allaåldrar
SI21-9195,Sarcodon squamosus,motaggsvamp,1,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-1027,Alpova corsicus,Saknar svenskt namn,2,tryffel,Söder,Naturbete,Lågört,1-40
SI18-1072,Tylopilus felleus,gallsopp,1,sopp,Söder,Naturbete,Lågört,1-40
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,1,skålsvamp,Söder,Naturbete,Lågört,1-40
SI18-129,Russula foetens/subfoetens sp.1,Saknar svenskt namn,355,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-735,Tomentella sp.18,Saknar svenskt namn,17,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI18-2209,Inocybe mixtilis,löktråding,16,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-3149,Inocybe sp.6,Saknar svenskt namn,15,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,12,övrigt,Söder,Naturbete,Lågört,41-90
SI18-2778,Cortinarius xanthocephalus,gul björkspindling,11,hattsvamp,Söder,Naturbete,Lågört,41-90
SI21-5059,Inocybe minimispora,Saknar svenskt namn,10,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-764,Inocybe cincinnata (coll.) sp.3,Saknar svenskt namn,8,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-307,Laccaria tortilis sp.2,dvärglaxskivling,5,hattsvamp,Söder,Naturbete,Lågört,41-90
SI21-13177,Tomentella sp.47,Saknar svenskt namn,5,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI18-10151,Thelephora atra sp.1,gråsvart vårtöra,4,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI18-444,Lactarius ciliatus,Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Lågört,41-90
SI19-6327,Tarzetta catinus,Saknar svenskt namn,4,skålsvamp,Söder,Naturbete,Lågört,41-90
SI21-5701,Tomentella flavidobadia sp.2,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,3,skålsvamp,Söder,Naturbete,Lågört,41-90
SI18-825,Naucoria bohemica,silverskräling,3,hattsvamp,Söder,Naturbete,Lågört,41-90
SI21-7156,Hebeloma theobrominum,rödbrun fränskivling,3,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-1090,Paxillus aff. involutus,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-11352,Inocybe sp.2,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-140,Russula vesca,kantkremla,2,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-2019,Scleroderma areolatum,rutig rottryffel,2,tryffel,Söder,Naturbete,Lågört,41-90
SI18-3771,Tomentella badia sp.3,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI18-626,Russula gracillima,spädkremla,2,hattsvamp,Söder,Naturbete,Lågört,41-90
SI19-2638,Tomentella punicea,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI21-10304,Tomentella sp.23,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI21-11976,Tomentella sp.37,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI21-12156,Tomentella sp.40,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI21-4607,Elaphomyces barrioi,Saknar svenskt namn,2,tryffel,Söder,Naturbete,Lågört,41-90
SI21-6989,Inocybe sp.32,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-1035,Polyozellus sciastrus/tristoides sp.1,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Lågört,41-90
SI18-127,Suillus bovinus,örsopp,1,sopp,Söder,Naturbete,Lågört,41-90
SI18-2186,Leccinum aff. scabrum sp.1,Saknar svenskt namn,1,sopp,Söder,Naturbete,Lågört,41-90
SI18-2322,Amanita muscaria,röd flugsvamp,1,hattsvamp,Söder,Naturbete,Lågört,41-90
SI18-2472,Tomentella sp.10,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI18-351,Tomentella bryophila (coll.) sp.1,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI18-4131,Tomentella sp.13,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI18-5686,Hymenogaster aff. decorus,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Lågört,41-90
SI18-90,Polyozellus umbrinus,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Lågört,41-90
SI21-4280,Xerocomellus cisalpinus,blånande rutsopp,1,sopp,Söder,Naturbete,Lågört,41-90
SI21-7720,Thelephora sp.9,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Lågört,41-90
SI18-1481,Hymenogaster huthii,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Lågört,91
SI18-9,Suillus variegatus,sandsopp,1,sopp,Söder,Naturbete,Lågört,91
SI18-129,Russula foetens/subfoetens sp.1,Saknar svenskt namn,355,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-735,Tomentella sp.18,Saknar svenskt namn,17,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-2209,Inocybe mixtilis,löktråding,16,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-3149,Inocybe sp.6,Saknar svenskt namn,15,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,13,övrigt,Söder,Naturbete,Lågört,allaåldrar
SI18-2778,Cortinarius xanthocephalus,gul björkspindling,11,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI21-5059,Inocybe minimispora,Saknar svenskt namn,10,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-764,Inocybe cincinnata (coll.) sp.3,Saknar svenskt namn,8,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-307,Laccaria tortilis sp.2,dvärglaxskivling,5,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI21-13177,Tomentella sp.47,Saknar svenskt namn,5,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-10151,Thelephora atra sp.1,gråsvart vårtöra,4,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,4,skålsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-444,Lactarius ciliatus,Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI19-6327,Tarzetta catinus,Saknar svenskt namn,4,skålsvamp,Söder,Naturbete,Lågört,allaåldrar
SI21-5701,Tomentella flavidobadia sp.2,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-825,Naucoria bohemica,silverskräling,3,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI21-7156,Hebeloma theobrominum,rödbrun fränskivling,3,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-1027,Alpova corsicus,Saknar svenskt namn,2,tryffel,Söder,Naturbete,Lågört,allaåldrar
SI18-1090,Paxillus aff. involutus,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-11352,Inocybe sp.2,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-140,Russula vesca,kantkremla,2,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-2019,Scleroderma areolatum,rutig rottryffel,2,tryffel,Söder,Naturbete,Lågört,allaåldrar
SI18-3771,Tomentella badia sp.3,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-626,Russula gracillima,spädkremla,2,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI19-2638,Tomentella punicea,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI21-10304,Tomentella sp.23,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI21-11976,Tomentella sp.37,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI21-12156,Tomentella sp.40,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI21-2890,Hyaloscypha sp.5,Saknar svenskt namn,2,skålsvamp,Söder,Naturbete,Lågört,allaåldrar
SI21-4607,Elaphomyces barrioi,Saknar svenskt namn,2,tryffel,Söder,Naturbete,Lågört,allaåldrar
SI21-6989,Inocybe sp.32,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-1035,Polyozellus sciastrus/tristoides sp.1,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Lågört,allaåldrar
SI18-1072,Tylopilus felleus,gallsopp,1,sopp,Söder,Naturbete,Lågört,allaåldrar
SI18-127,Suillus bovinus,örsopp,1,sopp,Söder,Naturbete,Lågört,allaåldrar
SI18-1481,Hymenogaster huthii,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Lågört,allaåldrar
SI18-2186,Leccinum aff. scabrum sp.1,Saknar svenskt namn,1,sopp,Söder,Naturbete,Lågört,allaåldrar
SI18-2322,Amanita muscaria,röd flugsvamp,1,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-2472,Tomentella sp.10,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-351,Tomentella bryophila (coll.) sp.1,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-369,Lactarius necator,svartriska,1,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-4131,Tomentella sp.13,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-529,Paxillus involutus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-5686,Hymenogaster aff. decorus,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Lågört,allaåldrar
SI18-9,Suillus variegatus,sandsopp,1,sopp,Söder,Naturbete,Lågört,allaåldrar
SI18-90,Polyozellus umbrinus,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Lågört,allaåldrar
SI21-4280,Xerocomellus cisalpinus,blånande rutsopp,1,sopp,Söder,Naturbete,Lågört,allaåldrar
SI21-7720,Thelephora sp.9,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Lågört,allaåldrar
SI18-801,Russula aeruginea,grönkremla,23,hattsvamp,Söder,Naturbete,Smalblad gräs,1-40
SI18-1652,Tomentella badia sp.1,Saknar svenskt namn,14,skinnsvamp,Söder,Naturbete,Smalblad gräs,1-40
SI21-4259,Inocybe clandestina,Saknar svenskt namn,10,hattsvamp,Söder,Naturbete,Smalblad gräs,1-40
SI18-369,Lactarius necator,svartriska,9,hattsvamp,Söder,Naturbete,Smalblad gräs,1-40
SI18-459,Amanita rubescens,rodnande flugsvamp,9,hattsvamp,Söder,Naturbete,Smalblad gräs,1-40
SI18-374,Laccaria laccata (coll.),Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Smalblad gräs,1-40
SI18-386,Hydnotrya tulasnei,vecktryffel,4,tryffel,Söder,Naturbete,Smalblad gräs,1-40
SI18-130,Cortinarius kauffmanianus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Smalblad gräs,1-40
SI18-1760,Imleria badia,brunsopp,1,sopp,Söder,Naturbete,Smalblad gräs,1-40
SI18-307,Laccaria tortilis sp.2,dvärglaxskivling,1,hattsvamp,Söder,Naturbete,Smalblad gräs,1-40
SI18-529,Paxillus involutus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Smalblad gräs,1-40
SI18-735,Tomentella sp.18,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Smalblad gräs,1-40
SI21-7622,Thaxterogaster porphyropus (coll.) subporphyropus,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Smalblad gräs,1-40
SI18-10,Tylospora fibrillosa,bomullsskinn,124,skinnsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,73,Saknas,Söder,Naturbete,Smalblad gräs,41-90
SI18-459,Amanita rubescens,rodnande flugsvamp,23,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-1918,Russula nigricans,svartkremla,16,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-132,Atheliaceae sp.1,Saknar svenskt namn,14,Saknas,Söder,Naturbete,Smalblad gräs,41-90
SI18-35,Tylospora asterophora,astralskinn,5,skinnsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-101,Lactarius tabidus,småriska,4,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-1760,Imleria badia,brunsopp,4,sopp,Söder,Naturbete,Smalblad gräs,41-90
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,4,skålsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-1096,Rhizopogon mohelnensis,Saknar svenskt namn,3,tryffel,Söder,Naturbete,Smalblad gräs,41-90
SI18-2654,Russula acrifolia (coll.),Saknar svenskt namn,3,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-307,Laccaria tortilis sp.2,dvärglaxskivling,3,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,3,övrigt,Söder,Naturbete,Smalblad gräs,41-90
SI18-746,Tomentella stuposa (coll.) sp.2,Saknar svenskt namn,3,skinnsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-1176,Russula postiana/lutea,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-1221,Tomentella sp.2,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-1779,Thelephoraceae sp.2,Saknar svenskt namn,2,Saknas,Söder,Naturbete,Smalblad gräs,41-90
SI18-853,Amanita porphyria,mörkringad flugsvamp,2,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI21-12886,Russula roseipes (coll.),Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI21-1647,Russula sanguinea,blodkremla,2,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI21-8033,Russula aurea,guldkremla,2,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-1090,Paxillus aff. involutus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-1481,Hymenogaster huthii,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Smalblad gräs,41-90
SI18-24,Hyaloscypha variabilis,Saknar svenskt namn,1,skålsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI18-6188,Phlegmacium triumphans,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Smalblad gräs,41-90
SI18-669,Russula integra,mandelkremla,1,hattsvamp,Söder,Naturbete,Smalblad gräs,41-90
SI21-5901,Inocybe calospora sp.2,taggsporig tråding,9,hattsvamp,Söder,Naturbete,Smalblad gräs,91
SI18-346,Lactarius quietus,ekriska,6,hattsvamp,Söder,Naturbete,Smalblad gräs,91
SI18-307,Laccaria tortilis sp.2,dvärglaxskivling,1,hattsvamp,Söder,Naturbete,Smalblad gräs,91
SI18-10,Tylospora fibrillosa,bomullsskinn,124,skinnsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,73,Saknas,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-459,Amanita rubescens,rodnande flugsvamp,32,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-801,Russula aeruginea,grönkremla,23,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-1918,Russula nigricans,svartkremla,16,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-132,Atheliaceae sp.1,Saknar svenskt namn,14,Saknas,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-1652,Tomentella badia sp.1,Saknar svenskt namn,14,skinnsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI21-4259,Inocybe clandestina,Saknar svenskt namn,10,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-369,Lactarius necator,svartriska,9,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI21-5901,Inocybe calospora sp.2,taggsporig tråding,9,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-346,Lactarius quietus,ekriska,6,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI21-2821,Tomentellopsis sp.4,Saknar svenskt namn,6,skinnsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-101,Lactarius tabidus,småriska,5,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-1760,Imleria badia,brunsopp,5,sopp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-307,Laccaria tortilis sp.2,dvärglaxskivling,5,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-35,Tylospora asterophora,astralskinn,5,skinnsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,4,skålsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-374,Laccaria laccata (coll.),Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-386,Hydnotrya tulasnei,vecktryffel,4,tryffel,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,4,övrigt,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-1096,Rhizopogon mohelnensis,Saknar svenskt namn,3,tryffel,Söder,Naturbete,Smalblad gräs,allaåldrar
SI18-2654,Russula acrifolia (coll.),Saknar svenskt namn,3,hattsvamp,Söder,Naturbete,Smalblad gräs,allaåldrar
